,Class,Text,text_message,word_tokens,stemmed,final_text,labels
1335,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometimes we put walls around our heartsnot just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon,"['sometimes', 'we', 'put', 'walls', 'around', 'our', 'heartsnot', 'just', 'to', 'be', 'safe', 'from', 'getting', 'hurt', 'but', 'to', 'find', 'out', 'who', 'cares', 'enough', 'to', 'break', 'the', 'walls', 'amp', 'get', 'closer', 'goodnoon']","['sometim', 'we', 'put', 'wall', 'around', 'our', 'heartsnot', 'just', 'to', 'be', 'safe', 'from', 'get', 'hurt', 'but', 'to', 'find', 'out', 'who', 'care', 'enough', 'to', 'break', 'the', 'wall', 'amp', 'get', 'closer', 'goodnoon']",sometim we put wall around our heartsnot just to be safe from get hurt but to find out who care enough to break the wall amp get closer goodnoon,0
1336,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet we may or may not go to 4u to meet carlos so gauge pattys interest in that,"['sweet', 'we', 'may', 'or', 'may', 'not', 'go', 'to', '4u', 'to', 'meet', 'carlos', 'so', 'gauge', 'pattys', 'interest', 'in', 'that']","['sweet', 'we', 'may', 'or', 'may', 'not', 'go', 'to', '4u', 'to', 'meet', 'carlo', 'so', 'gaug', 'patti', 'interest', 'in', 'that']",sweet we may or may not go to 4u to meet carlo so gaug patti interest in that,0
1337,ham,Then she buying today? ÃÃ no need to c meh...,then she buying today ãã no need to c meh,"['then', 'she', 'buying', 'today', 'ã\x8cã\x8f', 'no', 'need', 'to', 'c', 'meh']","['then', 'she', 'buy', 'today', 'ã\x8cã\x8f', 'no', 'need', 'to', 'c', 'meh']",then she buy today ãã no need to meh,0
1338,ham,Aight sorry I take ten years to shower. What's the plan?,aight sorry i take ten years to shower whats the plan,"['aight', 'sorry', 'i', 'take', 'ten', 'years', 'to', 'shower', 'whats', 'the', 'plan']","['aight', 'sorri', 'i', 'take', 'ten', 'year', 'to', 'shower', 'what', 'the', 'plan']",aight sorri take ten year to shower what the plan,0
1339,ham,Every monday..nxt week vl be completing..,every mondaynxt week vl be completing,"['every', 'mondaynxt', 'week', 'vl', 'be', 'completing']","['everi', 'mondaynxt', 'week', 'vl', 'be', 'complet']",everi mondaynxt week vl be complet,0
1340,ham,Might ax well im there.,might ax well im there,"['might', 'ax', 'well', 'im', 'there']","['might', 'ax', 'well', 'im', 'there']",might ax well im there,0
1341,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,just chill for another 6hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,"['just', 'chill', 'for', 'another', '6hrs', 'if', 'you', 'could', 'sleep', 'the', 'pain', 'is', 'not', 'a', 'surgical', 'emergency', 'so', 'see', 'how', 'it', 'unfolds', 'okay']","['just', 'chill', 'for', 'anoth', '6hr', 'if', 'you', 'could', 'sleep', 'the', 'pain', 'is', 'not', 'a', 'surgic', 'emerg', 'so', 'see', 'how', 'it', 'unfold', 'okay']",just chill for anoth 6hr if you could sleep the pain is not surgic emerg so see how it unfold okay,0
1342,ham,Yeah I'll try to scrounge something up,yeah ill try to scrounge something up,"['yeah', 'ill', 'try', 'to', 'scrounge', 'something', 'up']","['yeah', 'ill', 'tri', 'to', 'scroung', 'someth', 'up']",yeah ill tri to scroung someth up,0
1343,ham,Crazy ar he's married. ÃÃ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar hes married ãã like gd looking guys not me my frens like say hes korean leonas fave but i dun thk he is aft some thinking mayb most prob ill go,"['crazy', 'ar', 'hes', 'married', 'ã\x8cã\x8f', 'like', 'gd', 'looking', 'guys', 'not', 'me', 'my', 'frens', 'like', 'say', 'hes', 'korean', 'leonas', 'fave', 'but', 'i', 'dun', 'thk', 'he', 'is', 'aft', 'some', 'thinking', 'mayb', 'most', 'prob', 'ill', 'go']","['crazi', 'ar', 'he', 'marri', 'ã\x8cã\x8f', 'like', 'gd', 'look', 'guy', 'not', 'me', 'my', 'fren', 'like', 'say', 'he', 'korean', 'leona', 'fave', 'but', 'i', 'dun', 'thk', 'he', 'is', 'aft', 'some', 'think', 'mayb', 'most', 'prob', 'ill', 'go']",crazi ar he marri ãã like gd look guy not me my fren like say he korean leona fave but dun thk he is aft some think mayb most prob ill go,0
1344,ham,Were somewhere on Fredericksburg,were somewhere on fredericksburg,"['were', 'somewhere', 'on', 'fredericksburg']","['were', 'somewher', 'on', 'fredericksburg']",were somewher on fredericksburg,0
1345,ham,Que pases un buen tiempo or something like that,que pases un buen tiempo or something like that,"['que', 'pases', 'un', 'buen', 'tiempo', 'or', 'something', 'like', 'that']","['que', 'pase', 'un', 'buen', 'tiempo', 'or', 'someth', 'like', 'that']",que pase un buen tiempo or someth like that,0
1346,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,is it ok if i stay the night here xavier has a sleeping bag and im getting tired,"['is', 'it', 'ok', 'if', 'i', 'stay', 'the', 'night', 'here', 'xavier', 'has', 'a', 'sleeping', 'bag', 'and', 'im', 'getting', 'tired']","['is', 'it', 'ok', 'if', 'i', 'stay', 'the', 'night', 'here', 'xavier', 'ha', 'a', 'sleep', 'bag', 'and', 'im', 'get', 'tire']",is it ok if stay the night here xavier ha sleep bag and im get tire,0
1347,ham,She doesnt need any test.,she doesnt need any test,"['she', 'doesnt', 'need', 'any', 'test']","['she', 'doesnt', 'need', 'ani', 'test']",she doesnt need ani test,0
1348,ham,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin at home any super bowl plan,"['nothing', 'much', 'chillin', 'at', 'home', 'any', 'super', 'bowl', 'plan']","['noth', 'much', 'chillin', 'at', 'home', 'ani', 'super', 'bowl', 'plan']",noth much chillin at home ani super bowl plan,0
1349,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Ã¥Â£3/wk",free2day sexy st georges day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 ã¥â£3wk,"['free2day', 'sexy', 'st', 'georges', 'day', 'pic', 'of', 'jordantxt', 'pic', 'to', '89080', 'dont', 'miss', 'out', 'then', 'every', 'wk', 'a', 'saucy', 'celeb4', 'more', 'pics', 'c', 'pocketbabecouk', '0870241182716', 'ã¥â£3wk']","['free2day', 'sexi', 'st', 'georg', 'day', 'pic', 'of', 'jordantxt', 'pic', 'to', '89080', 'dont', 'miss', 'out', 'then', 'everi', 'wk', 'a', 'sauci', 'celeb4', 'more', 'pic', 'c', 'pocketbabecouk', '0870241182716', 'ã¥â£3wk']",free2day sexi st georg day pic of jordantxt pic to 89080 dont miss out then everi wk sauci celeb4 more pic pocketbabecouk 0870241182716 ã¥â£3wk,1
1350,ham,Bugis oso near wat... ,bugis oso near wat,"['bugis', 'oso', 'near', 'wat']","['bugi', 'oso', 'near', 'wat']",bugi oso near wat,0
1351,ham,Yo theres no class tmrw right?,yo theres no class tmrw right,"['yo', 'theres', 'no', 'class', 'tmrw', 'right']","['yo', 'there', 'no', 'class', 'tmrw', 'right']",yo there no class tmrw right,0
1352,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in worldgnun  sent via way2smscom,"['let', 'ur', 'heart', 'be', 'ur', 'compass', 'ur', 'mind', 'ur', 'map', 'ur', 'soul', 'ur', 'guide', 'and', 'u', 'will', 'never', 'loose', 'in', 'worldgnun', '', 'sent', 'via', 'way2smscom']","['let', 'ur', 'heart', 'be', 'ur', 'compass', 'ur', 'mind', 'ur', 'map', 'ur', 'soul', 'ur', 'guid', 'and', 'u', 'will', 'never', 'loos', 'in', 'worldgnun', '', 'sent', 'via', 'way2smscom']",let ur heart be ur compass ur mind ur map ur soul ur guid and will never loos in worldgnun sent via way2smscom,0
1353,ham,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da please take care pa please,"['goodnight', 'sleep', 'well', 'da', 'please', 'take', 'care', 'pa', 'please']","['goodnight', 'sleep', 'well', 'da', 'pleas', 'take', 'care', 'pa', 'pleas']",goodnight sleep well da pleas take care pa pleas,0
1354,ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe i misss youuuuu  where are you  i have to go and teach my class at 5 ,"['baaaaabe', 'i', 'misss', 'youuuuu', '', 'where', 'are', 'you', '', 'i', 'have', 'to', 'go', 'and', 'teach', 'my', 'class', 'at', '5', '']","['baaaaab', 'i', 'misss', 'youuuuu', '', 'where', 'are', 'you', '', 'i', 'have', 'to', 'go', 'and', 'teach', 'my', 'class', 'at', '5', '']",baaaaab misss youuuuu where are you have to go and teach my class at,0
1355,ham,Convey my regards to him,convey my regards to him,"['convey', 'my', 'regards', 'to', 'him']","['convey', 'my', 'regard', 'to', 'him']",convey my regard to him,0
1356,ham,U ned to convince him tht its not possible witot hurting his feeling its the main,u ned to convince him tht its not possible witot hurting his feeling its the main,"['u', 'ned', 'to', 'convince', 'him', 'tht', 'its', 'not', 'possible', 'witot', 'hurting', 'his', 'feeling', 'its', 'the', 'main']","['u', 'ned', 'to', 'convinc', 'him', 'tht', 'it', 'not', 'possibl', 'witot', 'hurt', 'hi', 'feel', 'it', 'the', 'main']",ned to convinc him tht it not possibl witot hurt hi feel it the main,0
1357,ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy  how goes you day  any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,"['good', 'afternoon', 'loverboy', '', 'how', 'goes', 'you', 'day', '', 'any', 'luck', 'come', 'your', 'way', 'i', 'think', 'of', 'you', 'sweetie', 'and', 'send', 'my', 'love', 'across', 'the', 'sea', 'to', 'make', 'you', 'smile', 'and', 'happy']","['good', 'afternoon', 'loverboy', '', 'how', 'goe', 'you', 'day', '', 'ani', 'luck', 'come', 'your', 'way', 'i', 'think', 'of', 'you', 'sweeti', 'and', 'send', 'my', 'love', 'across', 'the', 'sea', 'to', 'make', 'you', 'smile', 'and', 'happi']",good afternoon loverboy how goe you day ani luck come your way think of you sweeti and send my love across the sea to make you smile and happi,0
1358,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,if i start sending blackberry torch to nigeria will you find buyer for melike 4a month and tell dad not to buy bb from anyone oh,"['if', 'i', 'start', 'sending', 'blackberry', 'torch', 'to', 'nigeria', 'will', 'you', 'find', 'buyer', 'for', 'melike', '4a', 'month', 'and', 'tell', 'dad', 'not', 'to', 'buy', 'bb', 'from', 'anyone', 'oh']","['if', 'i', 'start', 'send', 'blackberri', 'torch', 'to', 'nigeria', 'will', 'you', 'find', 'buyer', 'for', 'melik', '4a', 'month', 'and', 'tell', 'dad', 'not', 'to', 'buy', 'bb', 'from', 'anyon', 'oh']",if start send blackberri torch to nigeria will you find buyer for melik 4a month and tell dad not to buy bb from anyon oh,0
1359,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to  ltgt  frnds in ltgt  mins whn u read,"['ltgt', 'of', 'pple', 'marry', 'with', 'their', 'lovers', 'becz', 'they', 'hav', 'gud', 'undrstndng', 'dat', 'avoids', 'problems', 'i', 'sent', 'dis', '2', 'u', 'u', 'wil', 'get', 'gud', 'news', 'on', 'friday', 'by', 'd', 'person', 'you', 'like', 'and', 'tomorrow', 'will', 'be', 'the', 'best', 'day', 'of', 'your', 'life', 'dont', 'break', 'this', 'chain', 'if', 'you', 'break', 'you', 'will', 'suffer', 'send', 'this', 'to', '', 'ltgt', '', 'frnds', 'in', 'ltgt', '', 'mins', 'whn', 'u', 'read']","['ltgt', 'of', 'pple', 'marri', 'with', 'their', 'lover', 'becz', 'they', 'hav', 'gud', 'undrstndng', 'dat', 'avoid', 'problem', 'i', 'sent', 'di', '2', 'u', 'u', 'wil', 'get', 'gud', 'news', 'on', 'friday', 'by', 'd', 'person', 'you', 'like', 'and', 'tomorrow', 'will', 'be', 'the', 'best', 'day', 'of', 'your', 'life', 'dont', 'break', 'thi', 'chain', 'if', 'you', 'break', 'you', 'will', 'suffer', 'send', 'thi', 'to', '', 'ltgt', '', 'frnd', 'in', 'ltgt', '', 'min', 'whn', 'u', 'read']",ltgt of pple marri with their lover becz they hav gud undrstndng dat avoid problem sent di wil get gud news on friday by person you like and tomorrow will be the best day of your life dont break thi chain if you break you will suffer send thi to ltgt frnd in ltgt min whn read,0
1360,ham,Yo dude guess who just got arrested the other day,yo dude guess who just got arrested the other day,"['yo', 'dude', 'guess', 'who', 'just', 'got', 'arrested', 'the', 'other', 'day']","['yo', 'dude', 'guess', 'who', 'just', 'got', 'arrest', 'the', 'other', 'day']",yo dude guess who just got arrest the other day,0
1361,ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui say change 2 suntec steamboat u noe where where r u now,"['shuhui', 'say', 'change', '2', 'suntec', 'steamboat', 'u', 'noe', 'where', 'where', 'r', 'u', 'now']","['shuhui', 'say', 'chang', '2', 'suntec', 'steamboat', 'u', 'noe', 'where', 'where', 'r', 'u', 'now']",shuhui say chang suntec steamboat noe where where now,0
1362,ham,What does the dance river do?,what does the dance river do,"['what', 'does', 'the', 'dance', 'river', 'do']","['what', 'doe', 'the', 'danc', 'river', 'do']",what doe the danc river do,0
1363,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetunde im sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger,"['yetunde', 'im', 'sorry', 'but', 'moji', 'and', 'i', 'seem', 'too', 'busy', 'to', 'be', 'able', 'to', 'go', 'shopping', 'can', 'you', 'just', 'please', 'find', 'some', 'other', 'way', 'to', 'get', 'what', 'you', 'wanted', 'us', 'to', 'get', 'please', 'forgive', 'me', 'you', 'can', 'reply', 'free', 'via', 'yahoo', 'messenger']","['yetund', 'im', 'sorri', 'but', 'moji', 'and', 'i', 'seem', 'too', 'busi', 'to', 'be', 'abl', 'to', 'go', 'shop', 'can', 'you', 'just', 'pleas', 'find', 'some', 'other', 'way', 'to', 'get', 'what', 'you', 'want', 'us', 'to', 'get', 'pleas', 'forgiv', 'me', 'you', 'can', 'repli', 'free', 'via', 'yahoo', 'messeng']",yetund im sorri but moji and seem too busi to be abl to go shop can you just pleas find some other way to get what you want us to get pleas forgiv me you can repli free via yahoo messeng,0
1364,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey i will be really pretty late you want to go for the lesson first i will join you im only reaching tp mrt,"['hey', 'i', 'will', 'be', 'really', 'pretty', 'late', 'you', 'want', 'to', 'go', 'for', 'the', 'lesson', 'first', 'i', 'will', 'join', 'you', 'im', 'only', 'reaching', 'tp', 'mrt']","['hey', 'i', 'will', 'be', 'realli', 'pretti', 'late', 'you', 'want', 'to', 'go', 'for', 'the', 'lesson', 'first', 'i', 'will', 'join', 'you', 'im', 'onli', 'reach', 'tp', 'mrt']",hey will be realli pretti late you want to go for the lesson first will join you im onli reach tp mrt,0
1365,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,"['hot', 'live', 'fantasies', 'call', 'now', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']","['hot', 'live', 'fantasi', 'call', 'now', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']",hot live fantasi call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,1
1366,ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq this sat at mine from 6ish ur welcome 2 come,"['bbq', 'this', 'sat', 'at', 'mine', 'from', '6ish', 'ur', 'welcome', '2', 'come']","['bbq', 'thi', 'sat', 'at', 'mine', 'from', '6ish', 'ur', 'welcom', '2', 'come']",bbq thi sat at mine from 6ish ur welcom come,0
1367,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough â°Ã_",i dont know same thing thats wrong everyso often he panicks starts goin on bout not bein good enough â°ã,"['i', 'dont', 'know', 'same', 'thing', 'thats', 'wrong', 'everyso', 'often', 'he', 'panicks', 'starts', 'goin', 'on', 'bout', 'not', 'bein', 'good', 'enough', 'â\x80°ã\x9b']","['i', 'dont', 'know', 'same', 'thing', 'that', 'wrong', 'everyso', 'often', 'he', 'panick', 'start', 'goin', 'on', 'bout', 'not', 'bein', 'good', 'enough', 'â\x80°ã\x9b']",dont know same thing that wrong everyso often he panick start goin on bout not bein good enough â°ã,0
1368,ham,Alright. I'm out--have a good night!,alright im outhave a good night,"['alright', 'im', 'outhave', 'a', 'good', 'night']","['alright', 'im', 'outhav', 'a', 'good', 'night']",alright im outhav good night,0
1369,ham,Did you try making another butt.,did you try making another butt,"['did', 'you', 'try', 'making', 'another', 'butt']","['did', 'you', 'tri', 'make', 'anoth', 'butt']",did you tri make anoth butt,0
1370,ham,Hope you are feeling great. Pls fill me in. Abiola,hope you are feeling great pls fill me in abiola,"['hope', 'you', 'are', 'feeling', 'great', 'pls', 'fill', 'me', 'in', 'abiola']","['hope', 'you', 'are', 'feel', 'great', 'pl', 'fill', 'me', 'in', 'abiola']",hope you are feel great pl fill me in abiola,0
1371,ham,I though we shd go out n have some fun so bar in town or something â°ÃÃ sound ok?,i though we shd go out n have some fun so bar in town or something â°ãã sound ok,"['i', 'though', 'we', 'shd', 'go', 'out', 'n', 'have', 'some', 'fun', 'so', 'bar', 'in', 'town', 'or', 'something', 'â\x80°ã\x9bã\x92', 'sound', 'ok']","['i', 'though', 'we', 'shd', 'go', 'out', 'n', 'have', 'some', 'fun', 'so', 'bar', 'in', 'town', 'or', 'someth', 'â\x80°ã\x9bã\x92', 'sound', 'ok']",though we shd go out have some fun so bar in town or someth â°ãã sound ok,0
1372,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1 go to write msg 2 put on dictionary mode 3cover the screen with hand 4press  ltgt  5gently remove ur hand its interesting,"['1', 'go', 'to', 'write', 'msg', '2', 'put', 'on', 'dictionary', 'mode', '3cover', 'the', 'screen', 'with', 'hand', '4press', '', 'ltgt', '', '5gently', 'remove', 'ur', 'hand', 'its', 'interesting']","['1', 'go', 'to', 'write', 'msg', '2', 'put', 'on', 'dictionari', 'mode', '3cover', 'the', 'screen', 'with', 'hand', '4press', '', 'ltgt', '', '5gentli', 'remov', 'ur', 'hand', 'it', 'interest']",go to write msg put on dictionari mode 3cover the screen with hand 4press ltgt 5gentli remov ur hand it interest,0
1373,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick and tom pete and  dick in fact all types try gay chat with photo upload call 08718730666 10pmin 2 stop texts call 08712460324,"['bears', 'pic', 'nick', 'and', 'tom', 'pete', 'and', '', 'dick', 'in', 'fact', 'all', 'types', 'try', 'gay', 'chat', 'with', 'photo', 'upload', 'call', '08718730666', '10pmin', '2', 'stop', 'texts', 'call', '08712460324']","['bear', 'pic', 'nick', 'and', 'tom', 'pete', 'and', '', 'dick', 'in', 'fact', 'all', 'type', 'tri', 'gay', 'chat', 'with', 'photo', 'upload', 'call', '08718730666', '10pmin', '2', 'stop', 'text', 'call', '08712460324']",bear pic nick and tom pete and dick in fact all type tri gay chat with photo upload call 08718730666 10pmin stop text call 08712460324,1
1374,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Ã¥Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",500 new mobiles from 2004 must go txt nokia to no 89545  collect yours todayfrom only ã¥â£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,"['500', 'new', 'mobiles', 'from', '2004', 'must', 'go', 'txt', 'nokia', 'to', 'no', '89545', '', 'collect', 'yours', 'todayfrom', 'only', 'ã¥â£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', 'txtauction']","['500', 'new', 'mobil', 'from', '2004', 'must', 'go', 'txt', 'nokia', 'to', 'no', '89545', '', 'collect', 'your', 'todayfrom', 'onli', 'ã¥â£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', 'txtauction']",500 new mobil from 2004 must go txt nokia to no 89545 collect your todayfrom onli ã¥â£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,1
1375,ham,We're finally ready fyi,were finally ready fyi,"['were', 'finally', 'ready', 'fyi']","['were', 'final', 'readi', 'fyi']",were final readi fyi,0
1376,ham,Auntie huai juan never pick up her phone,auntie huai juan never pick up her phone,"['auntie', 'huai', 'juan', 'never', 'pick', 'up', 'her', 'phone']","['aunti', 'huai', 'juan', 'never', 'pick', 'up', 'her', 'phone']",aunti huai juan never pick up her phone,0
1377,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins  double txt  12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optoutlf56,"['double', 'mins', '', 'double', 'txt', '', '12', 'price', 'linerental', 'on', 'latest', 'orange', 'bluetooth', 'mobiles', 'call', 'mobileupd8', 'for', 'the', 'very', 'latest', 'offers', '08000839402', 'or', 'call2optoutlf56']","['doubl', 'min', '', 'doubl', 'txt', '', '12', 'price', 'linerent', 'on', 'latest', 'orang', 'bluetooth', 'mobil', 'call', 'mobileupd8', 'for', 'the', 'veri', 'latest', 'offer', '08000839402', 'or', 'call2optoutlf56']",doubl min doubl txt 12 price linerent on latest orang bluetooth mobil call mobileupd8 for the veri latest offer 08000839402 or call2optoutlf56,1
1378,ham,"Ya tel, wats ur problem..",ya tel wats ur problem,"['ya', 'tel', 'wats', 'ur', 'problem']","['ya', 'tel', 'wat', 'ur', 'problem']",ya tel wat ur problem,0
1379,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info,"['no', '1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nok', 'to', '87021', '1st', 'tone', 'free', '', 'so', 'get', 'txtin', 'now', 'and', 'tell', 'ur', 'friends', '150ptone', '16', 'reply', 'hl', '4info']","['no', '1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'just', 'txt', 'nok', 'to', '87021', '1st', 'tone', 'free', '', 'so', 'get', 'txtin', 'now', 'and', 'tell', 'ur', 'friend', '150ptone', '16', 'repli', 'hl', '4info']",no nokia tone ur mob everi week just txt nok to 87021 1st tone free so get txtin now and tell ur friend 150ptone 16 repli hl 4info,1
1380,ham,i dnt wnt to tlk wid u,i dnt wnt to tlk wid u,"['i', 'dnt', 'wnt', 'to', 'tlk', 'wid', 'u']","['i', 'dnt', 'wnt', 'to', 'tlk', 'wid', 'u']",dnt wnt to tlk wid,0
1381,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight,"['we', 'spend', 'our', 'days', 'waiting', 'for', 'the', 'ideal', 'path', 'to', 'appear', 'in', 'front', 'of', 'us', 'but', 'what', 'we', 'forget', 'is', 'paths', 'are', 'made', 'by', 'walking', 'not', 'by', 'waiting', 'goodnight']","['we', 'spend', 'our', 'day', 'wait', 'for', 'the', 'ideal', 'path', 'to', 'appear', 'in', 'front', 'of', 'us', 'but', 'what', 'we', 'forget', 'is', 'path', 'are', 'made', 'by', 'walk', 'not', 'by', 'wait', 'goodnight']",we spend our day wait for the ideal path to appear in front of us but what we forget is path are made by walk not by wait goodnight,0
1382,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,its ok my arm is feeling weak cuz i got a shot so we can go another time,"['its', 'ok', 'my', 'arm', 'is', 'feeling', 'weak', 'cuz', 'i', 'got', 'a', 'shot', 'so', 'we', 'can', 'go', 'another', 'time']","['it', 'ok', 'my', 'arm', 'is', 'feel', 'weak', 'cuz', 'i', 'got', 'a', 'shot', 'so', 'we', 'can', 'go', 'anoth', 'time']",it ok my arm is feel weak cuz got shot so we can go anoth time,0
1383,ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle ,"['please', 'reserve', 'ticket', 'on', 'saturday', 'eve', 'from', 'chennai', 'to', 'thirunelvali', 'and', 'again', 'from', 'tirunelvali', 'to', 'chennai', 'on', 'sunday', 'evei', 'already', 'see', 'in', 'netno', 'ticket', 'availablei', 'want', 'to', 'book', 'ticket', 'through', 'tackle', '']","['pleas', 'reserv', 'ticket', 'on', 'saturday', 'eve', 'from', 'chennai', 'to', 'thirunelvali', 'and', 'again', 'from', 'tirunelvali', 'to', 'chennai', 'on', 'sunday', 'evei', 'alreadi', 'see', 'in', 'netno', 'ticket', 'availablei', 'want', 'to', 'book', 'ticket', 'through', 'tackl', '']",pleas reserv ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei alreadi see in netno ticket availablei want to book ticket through tackl,0
